parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	priorType	priorParameters	hierarchicalOptimization
r29037_kE25	r29037_kE25	log10	-3	5		1			0
r29037_kE22	r29037_kE22	log10	-3	5		1			0
r29037_kE23	r29037_kE23	log10	-3	5		1			0
r29037_kE20	r29037_kE20	log10	-3	5		1			0
r29037_kE21	r29037_kE21	log10	-3	5		1			0
r29037_kE9	r29037_kE9	log10	-3	5		1			0
r29037_kE8	r29037_kE8	log10	-3	5		1			0
r29037_kE7	r29037_kE7	log10	-3	5		1			0
r29037_kE6	r29037_kE6	log10	-3	5		1			0
r29037_kE5	r29037_kE5	log10	-3	5		1			0
r29037_kE4	r29037_kE4	log10	-3	5		1			0
r29037_kE3	r29037_kE3	log10	-3	5		1			0
r29037_kE2	r29037_kE2	log10	-3	5		1			0
r29037_kE1	r29037_kE1	log10	-3	5		1			0
r29038_kE11	r29038_kE11	log10	-3	5		1			0
r29038_kE10	r29038_kE10	log10	-3	5		1			0
r29038_kE9	r29038_kE9	log10	-3	5		1			0
r29038_kE8	r29038_kE8	log10	-3	5		1			0
r29038_kE7	r29038_kE7	log10	-3	5		1			0
r29038_kE6	r29038_kE6	log10	-3	5		1			0
r29038_kE5	r29038_kE5	log10	-3	5		1			0
r29038_kE4	r29038_kE4	log10	-3	5		1			0
r29038_kE3	r29038_kE3	log10	-3	5		1			0
r29038_kE2	r29038_kE2	log10	-3	5		1			0
r29038_kE1	r29038_kE1	log10	-3	5		1			0
r29039_kE13	r29039_kE13	log10	-3	5		1			0
r29039_kE12	r29039_kE12	log10	-3	5		1			0
r29039_kE11	r29039_kE11	log10	-3	5		1			0
r29039_kE10	r29039_kE10	log10	-3	5		1			0
r29039_kE17	r29039_kE17	log10	-3	5		1			0
r29039_kE16	r29039_kE16	log10	-3	5		1			0
r29039_kE15	r29039_kE15	log10	-3	5		1			0
r29039_kE14	r29039_kE14	log10	-3	5		1			0
r29039_kE19	r29039_kE19	log10	-3	5		1			0
r29039_kE18	r29039_kE18	log10	-3	5		1			0
r29039_kE9	r29039_kE9	log10	-3	5		1			0
r29039_kE8	r29039_kE8	log10	-3	5		1			0
r29039_kE7	r29039_kE7	log10	-3	5		1			0
r29039_kE6	r29039_kE6	log10	-3	5		1			0
r29039_kE5	r29039_kE5	log10	-3	5		1			0
r29039_kE4	r29039_kE4	log10	-3	5		1			0
r29039_kE3	r29039_kE3	log10	-3	5		1			0
r29039_kE2	r29039_kE2	log10	-3	5		1			0
r29039_kE1	r29039_kE1	log10	-3	5		1			0
r29040_kE13	r29040_kE13	log10	-3	5		1			0
r29040_kE12	r29040_kE12	log10	-3	5		1			0
r29040_kE11	r29040_kE11	log10	-3	5		1			0
r29040_kE10	r29040_kE10	log10	-3	5		1			0
r29040_kE17	r29040_kE17	log10	-3	5		1			0
r29040_kE16	r29040_kE16	log10	-3	5		1			0
r29040_kE15	r29040_kE15	log10	-3	5		1			0
r29040_kE14	r29040_kE14	log10	-3	5		1			0
r29040_kE19	r29040_kE19	log10	-3	5		1			0
r29040_kE18	r29040_kE18	log10	-3	5		1			0
r29040_kE9	r29040_kE9	log10	-3	5		1			0
r29040_kE8	r29040_kE8	log10	-3	5		1			0
r29040_kE7	r29040_kE7	log10	-3	5		1			0
r29040_kE6	r29040_kE6	log10	-3	5		1			0
r29040_kE5	r29040_kE5	log10	-3	5		1			0
r29040_kE4	r29040_kE4	log10	-3	5		1			0
r29040_kE3	r29040_kE3	log10	-3	5		1			0
r29040_kE2	r29040_kE2	log10	-3	5		1			0
r29040_kE1	r29040_kE1	log10	-3	5		1			0
r29041_kE13	r29041_kE13	log10	-3	5		1			0
r29041_kE12	r29041_kE12	log10	-3	5		1			0
r29041_kE11	r29041_kE11	log10	-3	5		1			0
r29041_kE10	r29041_kE10	log10	-3	5		1			0
r29041_kE17	r29041_kE17	log10	-3	5		1			0
r29041_kE16	r29041_kE16	log10	-3	5		1			0
r29041_kE15	r29041_kE15	log10	-3	5		1			0
r29041_kE14	r29041_kE14	log10	-3	5		1			0
r29041_kE19	r29041_kE19	log10	-3	5		1			0
r29041_kE18	r29041_kE18	log10	-3	5		1			0
r29041_kE9	r29041_kE9	log10	-3	5		1			0
r29041_kE8	r29041_kE8	log10	-3	5		1			0
r29041_kE7	r29041_kE7	log10	-3	5		1			0
r29041_kE6	r29041_kE6	log10	-3	5		1			0
r29041_kE5	r29041_kE5	log10	-3	5		1			0
r29041_kE4	r29041_kE4	log10	-3	5		1			0
r29041_kE3	r29041_kE3	log10	-3	5		1			0
r29041_kE2	r29041_kE2	log10	-3	5		1			0
r29041_kE1	r29041_kE1	log10	-3	5		1			0
r29042_kE11	r29042_kE11	log10	-3	5		1			0
r29042_kE10	r29042_kE10	log10	-3	5		1			0
r29042_k0	r29042_k0	log10	-3	5		1			0
r29042_kE9	r29042_kE9	log10	-3	5		1			0
r29042_kE8	r29042_kE8	log10	-3	5		1			0
r29042_kE7	r29042_kE7	log10	-3	5		1			0
r29042_kE6	r29042_kE6	log10	-3	5		1			0
r29042_kE5	r29042_kE5	log10	-3	5		1			0
r29042_kE4	r29042_kE4	log10	-3	5		1			0
r29042_kE3	r29042_kE3	log10	-3	5		1			0
r29042_kE2	r29042_kE2	log10	-3	5		1			0
r29042_kE1	r29042_kE1	log10	-3	5		1			0
r29043_kE11	r29043_kE11	log10	-3	5		1			0
r29043_kE10	r29043_kE10	log10	-3	5		1			0
r29043_k0	r29043_k0	log10	-3	5		1			0
r29043_kE9	r29043_kE9	log10	-3	5		1			0
r29043_kE8	r29043_kE8	log10	-3	5		1			0
r29043_kE7	r29043_kE7	log10	-3	5		1			0
r29043_kE6	r29043_kE6	log10	-3	5		1			0
r29043_kE5	r29043_kE5	log10	-3	5		1			0
r29043_kE4	r29043_kE4	log10	-3	5		1			0
r29043_kE3	r29043_kE3	log10	-3	5		1			0
r29043_kE2	r29043_kE2	log10	-3	5		1			0
r29043_kE1	r29043_kE1	log10	-3	5		1			0
r29044_kE11	r29044_kE11	log10	-3	5		1			0
r29044_kE10	r29044_kE10	log10	-3	5		1			0
r29044_k0	r29044_k0	log10	-3	5		1			0
r29044_kE9	r29044_kE9	log10	-3	5		1			0
r29044_kE8	r29044_kE8	log10	-3	5		1			0
r29044_kE7	r29044_kE7	log10	-3	5		1			0
r29044_kE6	r29044_kE6	log10	-3	5		1			0
r29044_kE5	r29044_kE5	log10	-3	5		1			0
r29044_kE4	r29044_kE4	log10	-3	5		1			0
r29044_kE3	r29044_kE3	log10	-3	5		1			0
r29044_kE2	r29044_kE2	log10	-3	5		1			0
r29044_kE1	r29044_kE1	log10	-3	5		1			0
r29045_kE11	r29045_kE11	log10	-3	5		1			0
r29045_kE10	r29045_kE10	log10	-3	5		1			0
r29045_kE9	r29045_kE9	log10	-3	5		1			0
r29045_kE8	r29045_kE8	log10	-3	5		1			0
r29045_kE7	r29045_kE7	log10	-3	5		1			0
r29045_kE6	r29045_kE6	log10	-3	5		1			0
r29045_kE5	r29045_kE5	log10	-3	5		1			0
r29045_kE4	r29045_kE4	log10	-3	5		1			0
r29045_kE3	r29045_kE3	log10	-3	5		1			0
r29045_kE2	r29045_kE2	log10	-3	5		1			0
r29045_kE1	r29045_kE1	log10	-3	5		1			0
r29046_kE11	r29046_kE11	log10	-3	5		1			0
r29046_kE10	r29046_kE10	log10	-3	5		1			0
r29046_kE9	r29046_kE9	log10	-3	5		1			0
r29046_kE8	r29046_kE8	log10	-3	5		1			0
r29046_kE7	r29046_kE7	log10	-3	5		1			0
r29046_kE6	r29046_kE6	log10	-3	5		1			0
r29046_kE5	r29046_kE5	log10	-3	5		1			0
r29046_kE4	r29046_kE4	log10	-3	5		1			0
r29046_kE3	r29046_kE3	log10	-3	5		1			0
r29046_kE2	r29046_kE2	log10	-3	5		1			0
r29046_kE1	r29046_kE1	log10	-3	5		1			0
r29047_k0	r29047_k0	log10	-3	5		1			0
r29051_kE13	r29051_kE13	log10	-3	5		1			0
r29051_kE12	r29051_kE12	log10	-3	5		1			0
r29051_kE11	r29051_kE11	log10	-3	5		1			0
r29051_kE10	r29051_kE10	log10	-3	5		1			0
r29051_kE17	r29051_kE17	log10	-3	5		1			0
r29051_kE16	r29051_kE16	log10	-3	5		1			0
r29051_kE15	r29051_kE15	log10	-3	5		1			0
r29051_kE14	r29051_kE14	log10	-3	5		1			0
r29051_kE9	r29051_kE9	log10	-3	5		1			0
r29051_kE8	r29051_kE8	log10	-3	5		1			0
r29051_kE7	r29051_kE7	log10	-3	5		1			0
r29051_kE6	r29051_kE6	log10	-3	5		1			0
r29051_kE5	r29051_kE5	log10	-3	5		1			0
r29051_kE4	r29051_kE4	log10	-3	5		1			0
r29051_kE3	r29051_kE3	log10	-3	5		1			0
r29051_kE2	r29051_kE2	log10	-3	5		1			0
r29051_kE1	r29051_kE1	log10	-3	5		1			0
r29058_kE1	r29058_kE1	log10	-3	5		1			0
r29059_k0	r29059_k0	log10	-3	5		1			0
r29059_kE1	r29059_kE1	log10	-3	5		1			0
r29060_kE1	r29060_kE1	log10	-3	5		1			0
r29061_kE1	r29061_kE1	log10	-3	5		1			0
r29062_kE1	r29062_kE1	log10	-3	5		1			0
r29063_kE1	r29063_kE1	log10	-3	5		1			0
r29067_k0	r29067_k0	log10	-3	5		1			0
r29068_k0	r29068_k0	log10	-3	5		1			0
r291_k0	r291_k0	log10	-3	5		1			0
r293_k0	r293_k0	log10	-3	5		1			0
r29557_k_GeneSpecificScaling	r29557_k_GeneSpecificScaling	log10	-3	5		1			0
r29557_k_RPKM2protein	r29557_k_RPKM2protein	log10	-3	5		1			0
r29558_k0	r29558_k0	log10	-3	5		1			0
r2999_k0	r2999_k0	log10	-3	5		1			0
r30_k0	r30_k0	log10	-3	5		1			0
r3028_kE1	r3028_kE1	log10	-3	5		1			0
r3029_kE1	r3029_kE1	log10	-3	5		1			0
r3030_kE1	r3030_kE1	log10	-3	5		1			0
r3032_k0	r3032_k0	log10	-3	5		1			0
r3032_kd	r3032_kd	log10	-3	5		1			0
r3033_k0	r3033_k0	log10	-3	5		1			0
r3033_kE1	r3033_kE1	log10	-3	5		1			0
r3034_k0	r3034_k0	log10	-3	5		1			0
r3037_k0	r3037_k0	log10	-3	5		1			0
r3042_k0	r3042_k0	log10	-3	5		1			0
r307_k0	r307_k0	log10	-3	5		1			0
r310_k0	r310_k0	log10	-3	5		1			0
r310_kd	r310_kd	log10	-3	5		1			0
r311_k0	r311_k0	log10	-3	5		1			0
r311_kd	r311_kd	log10	-3	5		1			0
r32157_k_GeneSpecificScaling	r32157_k_GeneSpecificScaling	log10	-3	5		1			0
r32157_k_RPKM2protein	r32157_k_RPKM2protein	log10	-3	5		1			0
r32160_k0	r32160_k0	log10	-3	5		1			0
r32229_k_GeneSpecificScaling	r32229_k_GeneSpecificScaling	log10	-3	5		1			0
r32229_k_RPKM2protein	r32229_k_RPKM2protein	log10	-3	5		1			0
r32231_k0	r32231_k0	log10	-3	5		1			0
r32331_k_GeneSpecificScaling	r32331_k_GeneSpecificScaling	log10	-3	5		1			0
r32331_k_RPKM2protein	r32331_k_RPKM2protein	log10	-3	5		1			0
r32333_k0	r32333_k0	log10	-3	5		1			0
r32533_k_GeneSpecificScaling	r32533_k_GeneSpecificScaling	log10	-3	5		1			0
r32533_k_RPKM2protein	r32533_k_RPKM2protein	log10	-3	5		1			0
r32535_k0	r32535_k0	log10	-3	5		1			0
r32611_k_GeneSpecificScaling	r32611_k_GeneSpecificScaling	log10	-3	5		1			0
r32611_k_RPKM2protein	r32611_k_RPKM2protein	log10	-3	5		1			0
r32613_k0	r32613_k0	log10	-3	5		1			0
r34_k_GeneSpecificScaling	r34_k_GeneSpecificScaling	log10	-3	5		1			0
r34_k_RPKM2protein	r34_k_RPKM2protein	log10	-3	5		1			0
r35_k0	r35_k0	log10	-3	5		1			0
r36_k_GeneSpecificScaling	r36_k_GeneSpecificScaling	log10	-3	5		1			0
r36_k_RPKM2protein	r36_k_RPKM2protein	log10	-3	5		1			0
r37_k0	r37_k0	log10	-3	5		1			0
r393_k_GeneSpecificScaling	r393_k_GeneSpecificScaling	log10	-3	5		1			0
r393_k_RPKM2protein	r393_k_RPKM2protein	log10	-3	5		1			0
r394_k0	r394_k0	log10	-3	5		1			0
r406_k_GeneSpecificScaling	r406_k_GeneSpecificScaling	log10	-3	5		1			0
r406_k_RPKM2protein	r406_k_RPKM2protein	log10	-3	5		1			0
r407_k0	r407_k0	log10	-3	5		1			0
r408_k_GeneSpecificScaling	r408_k_GeneSpecificScaling	log10	-3	5		1			0
r408_k_RPKM2protein	r408_k_RPKM2protein	log10	-3	5		1			0
r409_k0	r409_k0	log10	-3	5		1			0
r4126_k_GeneSpecificScaling	r4126_k_GeneSpecificScaling	log10	-3	5		1			0
r4126_k_RPKM2protein	r4126_k_RPKM2protein	log10	-3	5		1			0
r4127_k0	r4127_k0	log10	-3	5		1			0
r4128_k_GeneSpecificScaling	r4128_k_GeneSpecificScaling	log10	-3	5		1			0
r4128_k_RPKM2protein	r4128_k_RPKM2protein	log10	-3	5		1			0
r4129_k0	r4129_k0	log10	-3	5		1			0
r4132_k_GeneSpecificScaling	r4132_k_GeneSpecificScaling	log10	-3	5		1			0
r4132_k_RPKM2protein	r4132_k_RPKM2protein	log10	-3	5		1			0
r4133_k0	r4133_k0	log10	-3	5		1			0
r4134_k0	r4134_k0	log10	-3	5		1			0
r4136_k0	r4136_k0	log10	-3	5		1			0
r4139_k0	r4139_k0	log10	-3	5		1			0
r4140_k0	r4140_k0	log10	-3	5		1			0
r4144_kE6	r4144_kE6	log10	-3	5		1			0
r4144_kE5	r4144_kE5	log10	-3	5		1			0
r4144_kE4	r4144_kE4	log10	-3	5		1			0
r4144_kE3	r4144_kE3	log10	-3	5		1			0
r4144_kE2	r4144_kE2	log10	-3	5		1			0
r4144_kE1	r4144_kE1	log10	-3	5		1			0
r4145_kE6	r4145_kE6	log10	-3	5		1			0
r4145_kE5	r4145_kE5	log10	-3	5		1			0
r4145_kE4	r4145_kE4	log10	-3	5		1			0
r4145_kE3	r4145_kE3	log10	-3	5		1			0
r4145_kE2	r4145_kE2	log10	-3	5		1			0
r4145_kE1	r4145_kE1	log10	-3	5		1			0
r4146_kE6	r4146_kE6	log10	-3	5		1			0
r4146_kE5	r4146_kE5	log10	-3	5		1			0
r4146_kE4	r4146_kE4	log10	-3	5		1			0
r4146_kE3	r4146_kE3	log10	-3	5		1			0
r4146_kE2	r4146_kE2	log10	-3	5		1			0
r4146_kE1	r4146_kE1	log10	-3	5		1			0
r4147_kE6	r4147_kE6	log10	-3	5		1			0
r4147_kE5	r4147_kE5	log10	-3	5		1			0
r4147_kE4	r4147_kE4	log10	-3	5		1			0
r4147_kE3	r4147_kE3	log10	-3	5		1			0
r4147_kE2	r4147_kE2	log10	-3	5		1			0
r4147_kE1	r4147_kE1	log10	-3	5		1			0
r4148_kE6	r4148_kE6	log10	-3	5		1			0
r4148_kE5	r4148_kE5	log10	-3	5		1			0
r4148_kE4	r4148_kE4	log10	-3	5		1			0
r4148_kE3	r4148_kE3	log10	-3	5		1			0
r4148_kE2	r4148_kE2	log10	-3	5		1			0
r4148_kE1	r4148_kE1	log10	-3	5		1			0
r4149_kE6	r4149_kE6	log10	-3	5		1			0
r4149_kE5	r4149_kE5	log10	-3	5		1			0
r4149_kE4	r4149_kE4	log10	-3	5		1			0
r4149_kE3	r4149_kE3	log10	-3	5		1			0
r4149_kE2	r4149_kE2	log10	-3	5		1			0
r4149_kE1	r4149_kE1	log10	-3	5		1			0
r415_k_GeneSpecificScaling	r415_k_GeneSpecificScaling	log10	-3	5		1			0
r415_k_RPKM2protein	r415_k_RPKM2protein	log10	-3	5		1			0
r4150_kE6	r4150_kE6	log10	-3	5		1			0
r4150_kE5	r4150_kE5	log10	-3	5		1			0
r4150_kE4	r4150_kE4	log10	-3	5		1			0
r4150_kE3	r4150_kE3	log10	-3	5		1			0
r4150_kE2	r4150_kE2	log10	-3	5		1			0
r4150_kE1	r4150_kE1	log10	-3	5		1			0
r4151_kE6	r4151_kE6	log10	-3	5		1			0
r4151_kE5	r4151_kE5	log10	-3	5		1			0
r4151_kE4	r4151_kE4	log10	-3	5		1			0
r4151_kE3	r4151_kE3	log10	-3	5		1			0
r4151_kE2	r4151_kE2	log10	-3	5		1			0
r4151_kE1	r4151_kE1	log10	-3	5		1			0
r4153_kE3	r4153_kE3	log10	-3	5		1			0
r4153_kE2	r4153_kE2	log10	-3	5		1			0
r4153_kE1	r4153_kE1	log10	-3	5		1			0
r4154_kE3	r4154_kE3	log10	-3	5		1			0
r4154_kE2	r4154_kE2	log10	-3	5		1			0
r4154_kE1	r4154_kE1	log10	-3	5		1			0
r4155_kE6	r4155_kE6	log10	-3	5		1			0
r4155_kE5	r4155_kE5	log10	-3	5		1			0
r4155_kE4	r4155_kE4	log10	-3	5		1			0
r4155_kE3	r4155_kE3	log10	-3	5		1			0
r4155_kE2	r4155_kE2	log10	-3	5		1			0
r4155_kE1	r4155_kE1	log10	-3	5		1			0
r4156_kE6	r4156_kE6	log10	-3	5		1			0
r4156_kE5	r4156_kE5	log10	-3	5		1			0
r4156_kE4	r4156_kE4	log10	-3	5		1			0
r4156_kE3	r4156_kE3	log10	-3	5		1			0
r4156_kE2	r4156_kE2	log10	-3	5		1			0
r4156_kE1	r4156_kE1	log10	-3	5		1			0
r4158_kE6	r4158_kE6	log10	-3	5		1			0
r4158_kE5	r4158_kE5	log10	-3	5		1			0
r4158_kE4	r4158_kE4	log10	-3	5		1			0
r4158_kE3	r4158_kE3	log10	-3	5		1			0
r4158_kE2	r4158_kE2	log10	-3	5		1			0
r4158_kE1	r4158_kE1	log10	-3	5		1			0
r4159_kE6	r4159_kE6	log10	-3	5		1			0
r4159_kE5	r4159_kE5	log10	-3	5		1			0
r4159_kE4	r4159_kE4	log10	-3	5		1			0
r4159_kE3	r4159_kE3	log10	-3	5		1			0
r4159_kE2	r4159_kE2	log10	-3	5		1			0
r4159_kE1	r4159_kE1	log10	-3	5		1			0
r416_k0	r416_k0	log10	-3	5		1			0
r4160_kE6	r4160_kE6	log10	-3	5		1			0
r4160_kE5	r4160_kE5	log10	-3	5		1			0
r4160_kE4	r4160_kE4	log10	-3	5		1			0
r4160_kE3	r4160_kE3	log10	-3	5		1			0
r4160_kE2	r4160_kE2	log10	-3	5		1			0
r4160_kE1	r4160_kE1	log10	-3	5		1			0
r4161_k0	r4161_k0	log10	-3	5		1			0
r4161_kE1	r4161_kE1	log10	-3	5		1			0
r4162_k0	r4162_k0	log10	-3	5		1			0
r4162_kE1	r4162_kE1	log10	-3	5		1			0
r4166_k0	r4166_k0	log10	-3	5		1			0
r4166_kE2	r4166_kE2	log10	-3	5		1			0
r4166_kE1	r4166_kE1	log10	-3	5		1			0
r4168_k0	r4168_k0	log10	-3	5		1			0
r4168_kE2	r4168_kE2	log10	-3	5		1			0
r4168_kE1	r4168_kE1	log10	-3	5		1			0
r418_k_GeneSpecificScaling	r418_k_GeneSpecificScaling	log10	-3	5		1			0
r418_k_RPKM2protein	r418_k_RPKM2protein	log10	-3	5		1			0
r419_k0	r419_k0	log10	-3	5		1			0
r424_k_GeneSpecificScaling	r424_k_GeneSpecificScaling	log10	-3	5		1			0
r424_k_RPKM2protein	r424_k_RPKM2protein	log10	-3	5		1			0
r425_k0	r425_k0	log10	-3	5		1			0
r426_k_GeneSpecificScaling	r426_k_GeneSpecificScaling	log10	-3	5		1			0
r426_k_RPKM2protein	r426_k_RPKM2protein	log10	-3	5		1			0
r427_k0	r427_k0	log10	-3	5		1			0
r428_k_GeneSpecificScaling	r428_k_GeneSpecificScaling	log10	-3	5		1			0
r428_k_RPKM2protein	r428_k_RPKM2protein	log10	-3	5		1			0
r429_k0	r429_k0	log10	-3	5		1			0
r430_k0	r430_k0	log10	-3	5		1			0
r4420_k0	r4420_k0	log10	-3	5		1			0
r4420_kd	r4420_kd	log10	-3	5		1			0
r4423_k0	r4423_k0	log10	-3	5		1			0
r451_k0	r451_k0	log10	-3	5		1			0
r451_kd	r451_kd	log10	-3	5		1			0
r467_k_GeneSpecificScaling	r467_k_GeneSpecificScaling	log10	-3	5		1			0
r467_k_RPKM2protein	r467_k_RPKM2protein	log10	-3	5		1			0
r468_k0	r468_k0	log10	-3	5		1			0
r469_k_GeneSpecificScaling	r469_k_GeneSpecificScaling	log10	-3	5		1			0
r469_k_RPKM2protein	r469_k_RPKM2protein	log10	-3	5		1			0
r470_k0	r470_k0	log10	-3	5		1			0
r471_k_GeneSpecificScaling	r471_k_GeneSpecificScaling	log10	-3	5		1			0
r471_k_RPKM2protein	r471_k_RPKM2protein	log10	-3	5		1			0
r472_k0	r472_k0	log10	-3	5		1			0
r473_k_GeneSpecificScaling	r473_k_GeneSpecificScaling	log10	-3	5		1			0
r473_k_RPKM2protein	r473_k_RPKM2protein	log10	-3	5		1			0
r474_k0	r474_k0	log10	-3	5		1			0
r476_k0	r476_k0	log10	-3	5		1			0
r476_kd	r476_kd	log10	-3	5		1			0
r477_k0	r477_k0	log10	-3	5		1			0
r477_kd	r477_kd	log10	-3	5		1			0
r480_k0	r480_k0	log10	-3	5		1			0
r480_kd	r480_kd	log10	-3	5		1			0
r4838_k0	r4838_k0	log10	-3	5		1			0
r4839_k0	r4839_k0	log10	-3	5		1			0
r485_k0	r485_k0	log10	-3	5		1			0
r485_kd	r485_kd	log10	-3	5		1			0
r488_k0	r488_k0	log10	-3	5		1			0
r488_kd	r488_kd	log10	-3	5		1			0
r490_k0	r490_k0	log10	-3	5		1			0
r490_kd	r490_kd	log10	-3	5		1			0
r518_k_GeneSpecificScaling	r518_k_GeneSpecificScaling	log10	-3	5		1			0
r518_k_RPKM2protein	r518_k_RPKM2protein	log10	-3	5		1			0
r519_k0	r519_k0	log10	-3	5		1			0
r522_k_GeneSpecificScaling	r522_k_GeneSpecificScaling	log10	-3	5		1			0
r522_k_RPKM2protein	r522_k_RPKM2protein	log10	-3	5		1			0
r523_k0	r523_k0	log10	-3	5		1			0
r524_k_GeneSpecificScaling	r524_k_GeneSpecificScaling	log10	-3	5		1			0
r524_k_RPKM2protein	r524_k_RPKM2protein	log10	-3	5		1			0
r525_k0	r525_k0	log10	-3	5		1			0
r526_k0	r526_k0	log10	-3	5		1			0
r526_kd	r526_kd	log10	-3	5		1			0
r528_k0	r528_k0	log10	-3	5		1			0
r528_kd	r528_kd	log10	-3	5		1			0
r540_k_GeneSpecificScaling	r540_k_GeneSpecificScaling	log10	-3	5		1			0
r540_k_RPKM2protein	r540_k_RPKM2protein	log10	-3	5		1			0
r541_k0	r541_k0	log10	-3	5		1			0
r5442_k0	r5442_k0	log10	-3	5		1			0
r5442_kE1	r5442_kE1	log10	-3	5		1			0
r5443_k0	r5443_k0	log10	-3	5		1			0
r5479_k_GeneSpecificScaling	r5479_k_GeneSpecificScaling	log10	-3	5		1			0
r5479_k_RPKM2protein	r5479_k_RPKM2protein	log10	-3	5		1			0
r5480_k0	r5480_k0	log10	-3	5		1			0
r5481_k_GeneSpecificScaling	r5481_k_GeneSpecificScaling	log10	-3	5		1			0
r5481_k_RPKM2protein	r5481_k_RPKM2protein	log10	-3	5		1			0
r5482_k0	r5482_k0	log10	-3	5		1			0
r5483_k_GeneSpecificScaling	r5483_k_GeneSpecificScaling	log10	-3	5		1			0
r5483_k_RPKM2protein	r5483_k_RPKM2protein	log10	-3	5		1			0
r5484_k0	r5484_k0	log10	-3	5		1			0
r5489_kE1	r5489_kE1	log10	-3	5		1			0
r5490_kE1	r5490_kE1	log10	-3	5		1			0
r5496_k0	r5496_k0	log10	-3	5		1			0
r5496_kE2	r5496_kE2	log10	-3	5		1			0
r5496_kE1	r5496_kE1	log10	-3	5		1			0
r5497_k0	r5497_k0	log10	-3	5		1			0
r5498_k0	r5498_k0	log10	-3	5		1			0
r5501_k0	r5501_k0	log10	-3	5		1			0
r5502_k0	r5502_k0	log10	-3	5		1			0
r5503_k0	r5503_k0	log10	-3	5		1			0
r5504_k0	r5504_k0	log10	-3	5		1			0
r5505_kE1	r5505_kE1	log10	-3	5		1			0
r5506_kE1	r5506_kE1	log10	-3	5		1			0
r5507_kE1	r5507_kE1	log10	-3	5		1			0
r5508_kE1	r5508_kE1	log10	-3	5		1			0
r5509_kE1	r5509_kE1	log10	-3	5		1			0
r5510_kE1	r5510_kE1	log10	-3	5		1			0
r5512_k0	r5512_k0	log10	-3	5		1			0
r5513_k0	r5513_k0	log10	-3	5		1			0
r5513_kE1	r5513_kE1	log10	-3	5		1			0
r5520_k0	r5520_k0	log10	-3	5		1			0
r5521_k0	r5521_k0	log10	-3	5		1			0
r56120_k_GeneSpecificScaling	r56120_k_GeneSpecificScaling	log10	-3	5		1			0
r56120_k_RPKM2protein	r56120_k_RPKM2protein	log10	-3	5		1			0
r56121_k0	r56121_k0	log10	-3	5		1			0
r570_k_GeneSpecificScaling	r570_k_GeneSpecificScaling	log10	-3	5		1			0
r570_k_RPKM2protein	r570_k_RPKM2protein	log10	-3	5		1			0
r571_k0	r571_k0	log10	-3	5		1			0
r572_k_GeneSpecificScaling	r572_k_GeneSpecificScaling	log10	-3	5		1			0
r572_k_RPKM2protein	r572_k_RPKM2protein	log10	-3	5		1			0
r57200_k_GeneSpecificScaling	r57200_k_GeneSpecificScaling	log10	-3	5		1			0
r57200_k_RPKM2protein	r57200_k_RPKM2protein	log10	-3	5		1			0
r57201_k0	r57201_k0	log10	-3	5		1			0
r57203_k0	r57203_k0	log10	-3	5		1			0
r57203_kd	r57203_kd	log10	-3	5		1			0
r57204_k0	r57204_k0	log10	-3	5		1			0
r57204_kd	r57204_kd	log10	-3	5		1			0
r57205_k0	r57205_k0	log10	-3	5		1			0
r57205_kd	r57205_kd	log10	-3	5		1			0
r57206_k0	r57206_k0	log10	-3	5		1			0
r57206_kd	r57206_kd	log10	-3	5		1			0
r57207_k0	r57207_k0	log10	-3	5		1			0
r57207_kd	r57207_kd	log10	-3	5		1			0
r57208_k0	r57208_k0	log10	-3	5		1			0
r57208_kd	r57208_kd	log10	-3	5		1			0
r57209_kE1	r57209_kE1	log10	-3	5		1			0
r57209_kd	r57209_kd	log10	-3	5		1			0
r57210_kE1	r57210_kE1	log10	-3	5		1			0
r57210_kd	r57210_kd	log10	-3	5		1			0
r57211_kE1	r57211_kE1	log10	-3	5		1			0
r57211_kd	r57211_kd	log10	-3	5		1			0
r57212_kE1	r57212_kE1	log10	-3	5		1			0
r57212_kd	r57212_kd	log10	-3	5		1			0
r57213_k0	r57213_k0	log10	-3	5		1			0
r57214_k0	r57214_k0	log10	-3	5		1			0
r57215_k0	r57215_k0	log10	-3	5		1			0
r57216_k0	r57216_k0	log10	-3	5		1			0
r57217_k0	r57217_k0	log10	-3	5		1			0
r57218_k0	r57218_k0	log10	-3	5		1			0
r57219_k0	r57219_k0	log10	-3	5		1			0
r57220_kE1	r57220_kE1	log10	-3	5		1			0
r57221_kE3	r57221_kE3	log10	-3	5		1			0
r57221_kE2	r57221_kE2	log10	-3	5		1			0
r57221_kE1	r57221_kE1	log10	-3	5		1			0
r57222_kE1	r57222_kE1	log10	-3	5		1			0
r57223_k0	r57223_k0	log10	-3	5		1			0
r57223_kd	r57223_kd	log10	-3	5		1			0
r57224_k0	r57224_k0	log10	-3	5		1			0
r57224_kd	r57224_kd	log10	-3	5		1			0
r57226_k0	r57226_k0	log10	-3	5		1			0
r57228_k0	r57228_k0	log10	-3	5		1			0
r57230_k0	r57230_k0	log10	-3	5		1			0
r57230_kd	r57230_kd	log10	-3	5		1			0
r57231_kE1	r57231_kE1	log10	-3	5		1			0
r57231_kd	r57231_kd	log10	-3	5		1			0
r57233_kE1	r57233_kE1	log10	-3	5		1			0
