parameterId	parameterName	parameterScale	lowerBound	upperBound	nominalValue	estimate	priorType	priorParameters	hierarchicalOptimization
p_r_28813_kd	p_r_28813_kd	log10	-3	5	1.0	1			0
p_r_28814_k0	p_r_28814_k0	log10	-3	5	1.0	1			0
p_r_28815_k0	p_r_28815_k0	log10	-3	5	1.0	1			0
p_r_28816_k0	p_r_28816_k0	log10	-3	5	1.0	1			0
p_r_28817_k0	p_r_28817_k0	log10	-3	5	1.0	1			0
p_r_28818_k0	p_r_28818_k0	log10	-3	5	1.0	1			0
p_r_28819_k0	p_r_28819_k0	log10	-3	5	1.0	1			0
p_r_2882_k0	p_r_2882_k0	log10	-3	5	1.0	1			0
p_r_28820_k0	p_r_28820_k0	log10	-3	5	1.0	1			0
p_r_28821_k0	p_r_28821_k0	log10	-3	5	1.0	1			0
p_r_28822_k0	p_r_28822_k0	log10	-3	5	1.0	1			0
p_r_28823_k0	p_r_28823_k0	log10	-3	5	1.0	1			0
p_r_28824_k0	p_r_28824_k0	log10	-3	5	1.0	1			0
p_r_28825_k0	p_r_28825_k0	log10	-3	5	1.0	1			0
p_r_28826_k0	p_r_28826_k0	log10	-3	5	1.0	1			0
p_r_28827_k0	p_r_28827_k0	log10	-3	5	1.0	1			0
p_r_28828_kE3	p_r_28828_kE3	log10	-3	5	1.0	1			0
p_r_28828_kE2	p_r_28828_kE2	log10	-3	5	1.0	1			0
p_r_28828_kE1	p_r_28828_kE1	log10	-3	5	1.0	1			0
p_r_28829_kE3	p_r_28829_kE3	log10	-3	5	1.0	1			0
p_r_28829_kE2	p_r_28829_kE2	log10	-3	5	1.0	1			0
p_r_28829_kE1	p_r_28829_kE1	log10	-3	5	1.0	1			0
p_r_2883_k0	p_r_2883_k0	log10	-3	5	1.0	1			0
p_r_28830_k0	p_r_28830_k0	log10	-3	5	1.0	1			0
p_r_28830_kd	p_r_28830_kd	log10	-3	5	1.0	1			0
p_r_28831_k0	p_r_28831_k0	log10	-3	5	1.0	1			0
p_r_28832_k0	p_r_28832_k0	log10	-3	5	1.0	1			0
p_r_28833_k0	p_r_28833_k0	log10	-3	5	1.0	1			0
p_r_28834_k0	p_r_28834_k0	log10	-3	5	1.0	1			0
p_r_28834_kd	p_r_28834_kd	log10	-3	5	1.0	1			0
p_r_28835_k0	p_r_28835_k0	log10	-3	5	1.0	1			0
p_r_28836_k0	p_r_28836_k0	log10	-3	5	1.0	1			0
p_r_28836_kd	p_r_28836_kd	log10	-3	5	1.0	1			0
p_r_28837_k0	p_r_28837_k0	log10	-3	5	1.0	1			0
p_r_28838_k0	p_r_28838_k0	log10	-3	5	1.0	1			0
p_r_28839_k0	p_r_28839_k0	log10	-3	5	1.0	1			0
p_r_2884_k0	p_r_2884_k0	log10	-3	5	1.0	1			0
p_r_28840_kE3	p_r_28840_kE3	log10	-3	5	1.0	1			0
p_r_28840_kE2	p_r_28840_kE2	log10	-3	5	1.0	1			0
p_r_28840_kE1	p_r_28840_kE1	log10	-3	5	1.0	1			0
p_r_28841_k0	p_r_28841_k0	log10	-3	5	1.0	1			0
p_r_28842_k0	p_r_28842_k0	log10	-3	5	1.0	1			0
p_r_28843_kE13	p_r_28843_kE13	log10	-3	5	1.0	1			0
p_r_28843_kE12	p_r_28843_kE12	log10	-3	5	1.0	1			0
p_r_28843_kE11	p_r_28843_kE11	log10	-3	5	1.0	1			0
p_r_28843_kE10	p_r_28843_kE10	log10	-3	5	1.0	1			0
p_r_28843_kE16	p_r_28843_kE16	log10	-3	5	1.0	1			0
p_r_28843_kE15	p_r_28843_kE15	log10	-3	5	1.0	1			0
p_r_28843_kE14	p_r_28843_kE14	log10	-3	5	1.0	1			0
p_r_28843_kE9	p_r_28843_kE9	log10	-3	5	1.0	1			0
p_r_28843_kE8	p_r_28843_kE8	log10	-3	5	1.0	1			0
p_r_28843_kE7	p_r_28843_kE7	log10	-3	5	1.0	1			0
p_r_28843_kE6	p_r_28843_kE6	log10	-3	5	1.0	1			0
p_r_28843_kE5	p_r_28843_kE5	log10	-3	5	1.0	1			0
p_r_28843_kE4	p_r_28843_kE4	log10	-3	5	1.0	1			0
p_r_28843_kE3	p_r_28843_kE3	log10	-3	5	1.0	1			0
p_r_28843_kE2	p_r_28843_kE2	log10	-3	5	1.0	1			0
p_r_28843_kE1	p_r_28843_kE1	log10	-3	5	1.0	1			0
p_r_28844_kE13	p_r_28844_kE13	log10	-3	5	1.0	1			0
p_r_28844_kE12	p_r_28844_kE12	log10	-3	5	1.0	1			0
p_r_28844_kE11	p_r_28844_kE11	log10	-3	5	1.0	1			0
p_r_28844_kE10	p_r_28844_kE10	log10	-3	5	1.0	1			0
p_r_28844_kE16	p_r_28844_kE16	log10	-3	5	1.0	1			0
p_r_28844_kE15	p_r_28844_kE15	log10	-3	5	1.0	1			0
p_r_28844_kE14	p_r_28844_kE14	log10	-3	5	1.0	1			0
p_r_28844_kE9	p_r_28844_kE9	log10	-3	5	1.0	1			0
p_r_28844_kE8	p_r_28844_kE8	log10	-3	5	1.0	1			0
p_r_28844_kE7	p_r_28844_kE7	log10	-3	5	1.0	1			0
p_r_28844_kE6	p_r_28844_kE6	log10	-3	5	1.0	1			0
p_r_28844_kE5	p_r_28844_kE5	log10	-3	5	1.0	1			0
p_r_28844_kE4	p_r_28844_kE4	log10	-3	5	1.0	1			0
p_r_28844_kE3	p_r_28844_kE3	log10	-3	5	1.0	1			0
p_r_28844_kE2	p_r_28844_kE2	log10	-3	5	1.0	1			0
p_r_28844_kE1	p_r_28844_kE1	log10	-3	5	1.0	1			0
p_r_28845_kE13	p_r_28845_kE13	log10	-3	5	1.0	1			0
p_r_28845_kE12	p_r_28845_kE12	log10	-3	5	1.0	1			0
p_r_28845_kE11	p_r_28845_kE11	log10	-3	5	1.0	1			0
p_r_28845_kE10	p_r_28845_kE10	log10	-3	5	1.0	1			0
p_r_28845_kE16	p_r_28845_kE16	log10	-3	5	1.0	1			0
p_r_28845_kE15	p_r_28845_kE15	log10	-3	5	1.0	1			0
p_r_28845_kE14	p_r_28845_kE14	log10	-3	5	1.0	1			0
p_r_28845_kE9	p_r_28845_kE9	log10	-3	5	1.0	1			0
p_r_28845_kE8	p_r_28845_kE8	log10	-3	5	1.0	1			0
p_r_28845_kE7	p_r_28845_kE7	log10	-3	5	1.0	1			0
p_r_28845_kE6	p_r_28845_kE6	log10	-3	5	1.0	1			0
p_r_28845_kE5	p_r_28845_kE5	log10	-3	5	1.0	1			0
p_r_28845_kE4	p_r_28845_kE4	log10	-3	5	1.0	1			0
p_r_28845_kE3	p_r_28845_kE3	log10	-3	5	1.0	1			0
p_r_28845_kE2	p_r_28845_kE2	log10	-3	5	1.0	1			0
p_r_28845_kE1	p_r_28845_kE1	log10	-3	5	1.0	1			0
p_r_28846_k0	p_r_28846_k0	log10	-3	5	1.0	1			0
p_r_28846_kd	p_r_28846_kd	log10	-3	5	1.0	1			0
p_r_28847_k0	p_r_28847_k0	log10	-3	5	1.0	1			0
p_r_28847_kd	p_r_28847_kd	log10	-3	5	1.0	1			0
p_r_28848_k0	p_r_28848_k0	log10	-3	5	1.0	1			0
p_r_28848_kd	p_r_28848_kd	log10	-3	5	1.0	1			0
p_r_28849_k0	p_r_28849_k0	log10	-3	5	1.0	1			0
p_r_28849_kd	p_r_28849_kd	log10	-3	5	1.0	1			0
p_r_2885_k0	p_r_2885_k0	log10	-3	5	1.0	1			0
p_r_28850_k0	p_r_28850_k0	log10	-3	5	1.0	1			0
p_r_28850_kd	p_r_28850_kd	log10	-3	5	1.0	1			0
p_r_28851_k0	p_r_28851_k0	log10	-3	5	1.0	1			0
p_r_28851_kd	p_r_28851_kd	log10	-3	5	1.0	1			0
p_r_28852_k0	p_r_28852_k0	log10	-3	5	1.0	1			0
p_r_28852_kd	p_r_28852_kd	log10	-3	5	1.0	1			0
p_r_28853_k0	p_r_28853_k0	log10	-3	5	1.0	1			0
p_r_28853_kd	p_r_28853_kd	log10	-3	5	1.0	1			0
p_r_28854_k0	p_r_28854_k0	log10	-3	5	1.0	1			0
p_r_28854_kd	p_r_28854_kd	log10	-3	5	1.0	1			0
p_r_28855_k0	p_r_28855_k0	log10	-3	5	1.0	1			0
p_r_28855_kd	p_r_28855_kd	log10	-3	5	1.0	1			0
p_r_28856_k0	p_r_28856_k0	log10	-3	5	1.0	1			0
p_r_28856_kd	p_r_28856_kd	log10	-3	5	1.0	1			0
p_r_28857_k0	p_r_28857_k0	log10	-3	5	1.0	1			0
p_r_28857_kd	p_r_28857_kd	log10	-3	5	1.0	1			0
p_r_28858_k0	p_r_28858_k0	log10	-3	5	1.0	1			0
p_r_28858_kd	p_r_28858_kd	log10	-3	5	1.0	1			0
p_r_28859_k0	p_r_28859_k0	log10	-3	5	1.0	1			0
p_r_28859_kd	p_r_28859_kd	log10	-3	5	1.0	1			0
p_r_2886_k0	p_r_2886_k0	log10	-3	5	1.0	1			0
p_r_28860_k0	p_r_28860_k0	log10	-3	5	1.0	1			0
p_r_28860_kd	p_r_28860_kd	log10	-3	5	1.0	1			0
p_r_28861_k0	p_r_28861_k0	log10	-3	5	1.0	1			0
p_r_28861_kd	p_r_28861_kd	log10	-3	5	1.0	1			0
p_r_28862_k0	p_r_28862_k0	log10	-3	5	1.0	1			0
p_r_28862_kd	p_r_28862_kd	log10	-3	5	1.0	1			0
p_r_28863_k0	p_r_28863_k0	log10	-3	5	1.0	1			0
p_r_28863_kd	p_r_28863_kd	log10	-3	5	1.0	1			0
p_r_28864_k0	p_r_28864_k0	log10	-3	5	1.0	1			0
p_r_28864_kd	p_r_28864_kd	log10	-3	5	1.0	1			0
p_r_28865_k0	p_r_28865_k0	log10	-3	5	1.0	1			0
p_r_28865_kd	p_r_28865_kd	log10	-3	5	1.0	1			0
p_r_28866_k0	p_r_28866_k0	log10	-3	5	1.0	1			0
p_r_28866_kd	p_r_28866_kd	log10	-3	5	1.0	1			0
p_r_28867_k0	p_r_28867_k0	log10	-3	5	1.0	1			0
p_r_28867_kd	p_r_28867_kd	log10	-3	5	1.0	1			0
p_r_28869_k0	p_r_28869_k0	log10	-3	5	1.0	1			0
p_r_28870_k0	p_r_28870_k0	log10	-3	5	1.0	1			0
p_r_28871_k0	p_r_28871_k0	log10	-3	5	1.0	1			0
p_r_28872_k0	p_r_28872_k0	log10	-3	5	1.0	1			0
p_r_28873_k0	p_r_28873_k0	log10	-3	5	1.0	1			0
p_r_28874_k0	p_r_28874_k0	log10	-3	5	1.0	1			0
p_r_28875_k0	p_r_28875_k0	log10	-3	5	1.0	1			0
p_r_28876_k0	p_r_28876_k0	log10	-3	5	1.0	1			0
p_r_28877_k0	p_r_28877_k0	log10	-3	5	1.0	1			0
p_r_28878_k0	p_r_28878_k0	log10	-3	5	1.0	1			0
p_r_28879_k0	p_r_28879_k0	log10	-3	5	1.0	1			0
p_r_28880_k0	p_r_28880_k0	log10	-3	5	1.0	1			0
p_r_28881_k0	p_r_28881_k0	log10	-3	5	1.0	1			0
p_r_28882_k0	p_r_28882_k0	log10	-3	5	1.0	1			0
p_r_28883_k0	p_r_28883_k0	log10	-3	5	1.0	1			0
p_r_28884_k0	p_r_28884_k0	log10	-3	5	1.0	1			0
p_r_28885_k0	p_r_28885_k0	log10	-3	5	1.0	1			0
p_r_28886_k0	p_r_28886_k0	log10	-3	5	1.0	1			0
p_r_28887_k0	p_r_28887_k0	log10	-3	5	1.0	1			0
p_r_28888_k0	p_r_28888_k0	log10	-3	5	1.0	1			0
p_r_28889_k0	p_r_28889_k0	log10	-3	5	1.0	1			0
p_r_28890_k0	p_r_28890_k0	log10	-3	5	1.0	1			0
p_r_28891_k0	p_r_28891_k0	log10	-3	5	1.0	1			0
p_r_28892_k0	p_r_28892_k0	log10	-3	5	1.0	1			0
p_r_28893_k0	p_r_28893_k0	log10	-3	5	1.0	1			0
p_r_28894_k0	p_r_28894_k0	log10	-3	5	1.0	1			0
p_r_28895_k0	p_r_28895_k0	log10	-3	5	1.0	1			0
p_r_28896_k0	p_r_28896_k0	log10	-3	5	1.0	1			0
p_r_28897_k0	p_r_28897_k0	log10	-3	5	1.0	1			0
p_r_28898_k0	p_r_28898_k0	log10	-3	5	1.0	1			0
p_r_28899_k0	p_r_28899_k0	log10	-3	5	1.0	1			0
p_r_2890_k0	p_r_2890_k0	log10	-3	5	1.0	1			0
p_r_28900_k0	p_r_28900_k0	log10	-3	5	1.0	1			0
p_r_28901_k0	p_r_28901_k0	log10	-3	5	1.0	1			0
p_r_28902_k0	p_r_28902_k0	log10	-3	5	1.0	1			0
p_r_28903_k0	p_r_28903_k0	log10	-3	5	1.0	1			0
p_r_28904_k0	p_r_28904_k0	log10	-3	5	1.0	1			0
p_r_28905_k0	p_r_28905_k0	log10	-3	5	1.0	1			0
p_r_28906_k0	p_r_28906_k0	log10	-3	5	1.0	1			0
p_r_28907_k0	p_r_28907_k0	log10	-3	5	1.0	1			0
p_r_28908_k0	p_r_28908_k0	log10	-3	5	1.0	1			0
p_r_28909_k0	p_r_28909_k0	log10	-3	5	1.0	1			0
p_r_2891_k0	p_r_2891_k0	log10	-3	5	1.0	1			0
p_r_28910_k0	p_r_28910_k0	log10	-3	5	1.0	1			0
p_r_28911_k0	p_r_28911_k0	log10	-3	5	1.0	1			0
p_r_28912_k0	p_r_28912_k0	log10	-3	5	1.0	1			0
p_r_28913_k0	p_r_28913_k0	log10	-3	5	1.0	1			0
p_r_28914_k0	p_r_28914_k0	log10	-3	5	1.0	1			0
p_r_28915_k0	p_r_28915_k0	log10	-3	5	1.0	1			0
p_r_28916_k0	p_r_28916_k0	log10	-3	5	1.0	1			0
p_r_28917_k0	p_r_28917_k0	log10	-3	5	1.0	1			0
p_r_28918_k0	p_r_28918_k0	log10	-3	5	1.0	1			0
p_r_28919_k0	p_r_28919_k0	log10	-3	5	1.0	1			0
p_r_2892_k0	p_r_2892_k0	log10	-3	5	1.0	1			0
p_r_28920_k0	p_r_28920_k0	log10	-3	5	1.0	1			0
p_r_28921_k0	p_r_28921_k0	log10	-3	5	1.0	1			0
p_r_28922_k0	p_r_28922_k0	log10	-3	5	1.0	1			0
p_r_28923_k0	p_r_28923_k0	log10	-3	5	1.0	1			0
p_r_28924_k0	p_r_28924_k0	log10	-3	5	1.0	1			0
p_r_28925_k0	p_r_28925_k0	log10	-3	5	1.0	1			0
p_r_28926_k0	p_r_28926_k0	log10	-3	5	1.0	1			0
p_r_28927_k0	p_r_28927_k0	log10	-3	5	1.0	1			0
p_r_28928_k0	p_r_28928_k0	log10	-3	5	1.0	1			0
p_r_28929_k0	p_r_28929_k0	log10	-3	5	1.0	1			0
p_r_28930_k0	p_r_28930_k0	log10	-3	5	1.0	1			0
p_r_28931_k0	p_r_28931_k0	log10	-3	5	1.0	1			0
p_r_28932_k0	p_r_28932_k0	log10	-3	5	1.0	1			0
p_r_28933_k0	p_r_28933_k0	log10	-3	5	1.0	1			0
p_r_28934_k0	p_r_28934_k0	log10	-3	5	1.0	1			0
p_r_28935_k0	p_r_28935_k0	log10	-3	5	1.0	1			0
p_r_28936_k0	p_r_28936_k0	log10	-3	5	1.0	1			0
p_r_28936_kd	p_r_28936_kd	log10	-3	5	1.0	1			0
p_r_28937_k0	p_r_28937_k0	log10	-3	5	1.0	1			0
p_r_28937_kd	p_r_28937_kd	log10	-3	5	1.0	1			0
p_r_28938_k0	p_r_28938_k0	log10	-3	5	1.0	1			0
p_r_28938_kd	p_r_28938_kd	log10	-3	5	1.0	1			0
p_r_28939_k0	p_r_28939_k0	log10	-3	5	1.0	1			0
p_r_28939_kd	p_r_28939_kd	log10	-3	5	1.0	1			0
p_r_28940_k0	p_r_28940_k0	log10	-3	5	1.0	1			0
p_r_28940_kd	p_r_28940_kd	log10	-3	5	1.0	1			0
p_r_28941_k0	p_r_28941_k0	log10	-3	5	1.0	1			0
p_r_28941_kd	p_r_28941_kd	log10	-3	5	1.0	1			0
p_r_28942_k0	p_r_28942_k0	log10	-3	5	1.0	1			0
p_r_28942_kd	p_r_28942_kd	log10	-3	5	1.0	1			0
p_r_28943_k0	p_r_28943_k0	log10	-3	5	1.0	1			0
p_r_28943_kd	p_r_28943_kd	log10	-3	5	1.0	1			0
p_r_28944_k0	p_r_28944_k0	log10	-3	5	1.0	1			0
p_r_28944_kd	p_r_28944_kd	log10	-3	5	1.0	1			0
p_r_28945_k0	p_r_28945_k0	log10	-3	5	1.0	1			0
p_r_28945_kd	p_r_28945_kd	log10	-3	5	1.0	1			0
p_r_28946_k0	p_r_28946_k0	log10	-3	5	1.0	1			0
p_r_28946_kd	p_r_28946_kd	log10	-3	5	1.0	1			0
p_r_28947_k0	p_r_28947_k0	log10	-3	5	1.0	1			0
p_r_28948_k0	p_r_28948_k0	log10	-3	5	1.0	1			0
p_r_28949_k0	p_r_28949_k0	log10	-3	5	1.0	1			0
p_r_2895_kE3	p_r_2895_kE3	log10	-3	5	1.0	1			0
p_r_2895_kE2	p_r_2895_kE2	log10	-3	5	1.0	1			0
p_r_2895_kE1	p_r_2895_kE1	log10	-3	5	1.0	1			0
p_r_28950_k0	p_r_28950_k0	log10	-3	5	1.0	1			0
p_r_28950_kd	p_r_28950_kd	log10	-3	5	1.0	1			0
p_r_28951_k0	p_r_28951_k0	log10	-3	5	1.0	1			0
p_r_28952_k0	p_r_28952_k0	log10	-3	5	1.0	1			0
p_r_28952_kd	p_r_28952_kd	log10	-3	5	1.0	1			0
p_r_28953_k0	p_r_28953_k0	log10	-3	5	1.0	1			0
p_r_28953_kd	p_r_28953_kd	log10	-3	5	1.0	1			0
p_r_28954_k0	p_r_28954_k0	log10	-3	5	1.0	1			0
p_r_28955_k0	p_r_28955_k0	log10	-3	5	1.0	1			0
p_r_28956_k0	p_r_28956_k0	log10	-3	5	1.0	1			0
p_r_28957_kE3	p_r_28957_kE3	log10	-3	5	1.0	1			0
p_r_28957_kE2	p_r_28957_kE2	log10	-3	5	1.0	1			0
p_r_28957_kE1	p_r_28957_kE1	log10	-3	5	1.0	1			0
p_r_28958_k0	p_r_28958_k0	log10	-3	5	1.0	1			0
p_r_28959_k0	p_r_28959_k0	log10	-3	5	1.0	1			0
p_r_2896_k0	p_r_2896_k0	log10	-3	5	1.0	1			0
p_r_28960_k0	p_r_28960_k0	log10	-3	5	1.0	1			0
p_r_28960_kd	p_r_28960_kd	log10	-3	5	1.0	1			0
p_r_28961_k0	p_r_28961_k0	log10	-3	5	1.0	1			0
p_r_28961_kd	p_r_28961_kd	log10	-3	5	1.0	1			0
p_r_28962_kE3	p_r_28962_kE3	log10	-3	5	1.0	1			0
p_r_28962_kE2	p_r_28962_kE2	log10	-3	5	1.0	1			0
p_r_28962_kE1	p_r_28962_kE1	log10	-3	5	1.0	1			0
p_r_28963_k0	p_r_28963_k0	log10	-3	5	1.0	1			0
p_r_28963_kd	p_r_28963_kd	log10	-3	5	1.0	1			0
p_r_28964_k0	p_r_28964_k0	log10	-3	5	1.0	1			0
p_r_28964_kd	p_r_28964_kd	log10	-3	5	1.0	1			0
p_r_28965_kE3	p_r_28965_kE3	log10	-3	5	1.0	1			0
p_r_28965_kE2	p_r_28965_kE2	log10	-3	5	1.0	1			0
p_r_28965_kE1	p_r_28965_kE1	log10	-3	5	1.0	1			0
p_r_28966_k0	p_r_28966_k0	log10	-3	5	1.0	1			0
p_r_28966_kd	p_r_28966_kd	log10	-3	5	1.0	1			0
p_r_28967_k0	p_r_28967_k0	log10	-3	5	1.0	1			0
p_r_28967_kd	p_r_28967_kd	log10	-3	5	1.0	1			0
p_r_28968_kE3	p_r_28968_kE3	log10	-3	5	1.0	1			0
p_r_28968_kE2	p_r_28968_kE2	log10	-3	5	1.0	1			0
p_r_28968_kE1	p_r_28968_kE1	log10	-3	5	1.0	1			0
p_r_28969_k0	p_r_28969_k0	log10	-3	5	1.0	1			0
p_r_28969_kd	p_r_28969_kd	log10	-3	5	1.0	1			0
p_r_2897_k0	p_r_2897_k0	log10	-3	5	1.0	1			0
p_r_28970_k0	p_r_28970_k0	log10	-3	5	1.0	1			0
p_r_28970_kd	p_r_28970_kd	log10	-3	5	1.0	1			0
p_r_28971_kE3	p_r_28971_kE3	log10	-3	5	1.0	1			0
p_r_28971_kE2	p_r_28971_kE2	log10	-3	5	1.0	1			0
p_r_28971_kE1	p_r_28971_kE1	log10	-3	5	1.0	1			0
p_r_28972_k0	p_r_28972_k0	log10	-3	5	1.0	1			0
p_r_28972_kd	p_r_28972_kd	log10	-3	5	1.0	1			0
p_r_28973_k0	p_r_28973_k0	log10	-3	5	1.0	1			0
p_r_28973_kd	p_r_28973_kd	log10	-3	5	1.0	1			0
p_r_28974_kE3	p_r_28974_kE3	log10	-3	5	1.0	1			0
p_r_28974_kE2	p_r_28974_kE2	log10	-3	5	1.0	1			0
p_r_28974_kE1	p_r_28974_kE1	log10	-3	5	1.0	1			0
p_r_28975_k0	p_r_28975_k0	log10	-3	5	1.0	1			0
p_r_28975_kd	p_r_28975_kd	log10	-3	5	1.0	1			0
p_r_28976_k0	p_r_28976_k0	log10	-3	5	1.0	1			0
p_r_28976_kd	p_r_28976_kd	log10	-3	5	1.0	1			0
p_r_28977_kE3	p_r_28977_kE3	log10	-3	5	1.0	1			0
p_r_28977_kE2	p_r_28977_kE2	log10	-3	5	1.0	1			0
p_r_28977_kE1	p_r_28977_kE1	log10	-3	5	1.0	1			0
p_r_28978_k0	p_r_28978_k0	log10	-3	5	1.0	1			0
p_r_28978_kd	p_r_28978_kd	log10	-3	5	1.0	1			0
p_r_28979_k0	p_r_28979_k0	log10	-3	5	1.0	1			0
p_r_28979_kd	p_r_28979_kd	log10	-3	5	1.0	1			0
p_r_28980_kE3	p_r_28980_kE3	log10	-3	5	1.0	1			0
p_r_28980_kE2	p_r_28980_kE2	log10	-3	5	1.0	1			0
p_r_28980_kE1	p_r_28980_kE1	log10	-3	5	1.0	1			0
p_r_28981_k0	p_r_28981_k0	log10	-3	5	1.0	1			0
p_r_28981_kd	p_r_28981_kd	log10	-3	5	1.0	1			0
p_r_28982_k0	p_r_28982_k0	log10	-3	5	1.0	1			0
p_r_28982_kd	p_r_28982_kd	log10	-3	5	1.0	1			0
p_r_28983_kE3	p_r_28983_kE3	log10	-3	5	1.0	1			0
p_r_28983_kE2	p_r_28983_kE2	log10	-3	5	1.0	1			0
p_r_28983_kE1	p_r_28983_kE1	log10	-3	5	1.0	1			0
p_r_28984_k0	p_r_28984_k0	log10	-3	5	1.0	1			0
p_r_28985_k0	p_r_28985_k0	log10	-3	5	1.0	1			0
p_r_28986_k0	p_r_28986_k0	log10	-3	5	1.0	1			0
p_r_28987_k0	p_r_28987_k0	log10	-3	5	1.0	1			0
p_r_28988_k0	p_r_28988_k0	log10	-3	5	1.0	1			0
p_r_28989_k0	p_r_28989_k0	log10	-3	5	1.0	1			0
p_r_28990_k0	p_r_28990_k0	log10	-3	5	1.0	1			0
p_r_28991_k0	p_r_28991_k0	log10	-3	5	1.0	1			0
p_r_28992_k0	p_r_28992_k0	log10	-3	5	1.0	1			0
p_r_28993_k0	p_r_28993_k0	log10	-3	5	1.0	1			0
p_r_28994_k0	p_r_28994_k0	log10	-3	5	1.0	1			0
p_r_28995_k0	p_r_28995_k0	log10	-3	5	1.0	1			0
p_r_28996_k0	p_r_28996_k0	log10	-3	5	1.0	1			0
p_r_28997_k0	p_r_28997_k0	log10	-3	5	1.0	1			0
p_r_28998_k0	p_r_28998_k0	log10	-3	5	1.0	1			0
p_r_28999_k0	p_r_28999_k0	log10	-3	5	1.0	1			0
p_r_29_k_GeneSpecificScaling	p_r_29_k_GeneSpecificScaling	log10	-3	5	1.0	1			0
p_r_29000_k0	p_r_29000_k0	log10	-3	5	1.0	1			0
p_r_29001_k0	p_r_29001_k0	log10	-3	5	1.0	1			0
p_r_29002_k0	p_r_29002_k0	log10	-3	5	1.0	1			0
p_r_29003_k0	p_r_29003_k0	log10	-3	5	1.0	1			0
p_r_29004_k0	p_r_29004_k0	log10	-3	5	1.0	1			0
p_r_29005_k0	p_r_29005_k0	log10	-3	5	1.0	1			0
p_r_29006_k0	p_r_29006_k0	log10	-3	5	1.0	1			0
p_r_29007_k0	p_r_29007_k0	log10	-3	5	1.0	1			0
p_r_29008_k0	p_r_29008_k0	log10	-3	5	1.0	1			0
p_r_29009_k0	p_r_29009_k0	log10	-3	5	1.0	1			0
p_r_29010_k0	p_r_29010_k0	log10	-3	5	1.0	1			0
p_r_29011_k0	p_r_29011_k0	log10	-3	5	1.0	1			0
p_r_29012_k0	p_r_29012_k0	log10	-3	5	1.0	1			0
p_r_29013_k0	p_r_29013_k0	log10	-3	5	1.0	1			0
p_r_29014_k0	p_r_29014_k0	log10	-3	5	1.0	1			0
p_r_29015_k0	p_r_29015_k0	log10	-3	5	1.0	1			0
p_r_29016_k0	p_r_29016_k0	log10	-3	5	1.0	1			0
p_r_29016_kd	p_r_29016_kd	log10	-3	5	1.0	1			0
p_r_29017_k0	p_r_29017_k0	log10	-3	5	1.0	1			0
p_r_29017_kd	p_r_29017_kd	log10	-3	5	1.0	1			0
p_r_29018_kE3	p_r_29018_kE3	log10	-3	5	1.0	1			0
p_r_29018_kE2	p_r_29018_kE2	log10	-3	5	1.0	1			0
p_r_29018_kE1	p_r_29018_kE1	log10	-3	5	1.0	1			0
p_r_29019_k0	p_r_29019_k0	log10	-3	5	1.0	1			0
p_r_29019_kd	p_r_29019_kd	log10	-3	5	1.0	1			0
p_r_29020_k0	p_r_29020_k0	log10	-3	5	1.0	1			0
p_r_29020_kd	p_r_29020_kd	log10	-3	5	1.0	1			0
p_r_29021_kE3	p_r_29021_kE3	log10	-3	5	1.0	1			0
p_r_29021_kE2	p_r_29021_kE2	log10	-3	5	1.0	1			0
p_r_29021_kE1	p_r_29021_kE1	log10	-3	5	1.0	1			0
p_r_29022_k0	p_r_29022_k0	log10	-3	5	1.0	1			0
p_r_29022_kd	p_r_29022_kd	log10	-3	5	1.0	1			0
p_r_29023_k0	p_r_29023_k0	log10	-3	5	1.0	1			0
p_r_29023_kd	p_r_29023_kd	log10	-3	5	1.0	1			0
p_r_29024_kE3	p_r_29024_kE3	log10	-3	5	1.0	1			0
p_r_29024_kE2	p_r_29024_kE2	log10	-3	5	1.0	1			0
p_r_29024_kE1	p_r_29024_kE1	log10	-3	5	1.0	1			0
p_r_29025_k0	p_r_29025_k0	log10	-3	5	1.0	1			0
p_r_29026_k0	p_r_29026_k0	log10	-3	5	1.0	1			0
p_r_29027_k0	p_r_29027_k0	log10	-3	5	1.0	1			0
p_r_29028_k0	p_r_29028_k0	log10	-3	5	1.0	1			0
p_r_29029_k0	p_r_29029_k0	log10	-3	5	1.0	1			0
p_r_29030_k0	p_r_29030_k0	log10	-3	5	1.0	1			0
p_r_29031_k0	p_r_29031_k0	log10	-3	5	1.0	1			0
p_r_29032_k0	p_r_29032_k0	log10	-3	5	1.0	1			0
p_r_29033_k0	p_r_29033_k0	log10	-3	5	1.0	1			0
p_r_29034_k0	p_r_29034_k0	log10	-3	5	1.0	1			0
p_r_29035_k0	p_r_29035_k0	log10	-3	5	1.0	1			0
p_r_29036_k0	p_r_29036_k0	log10	-3	5	1.0	1			0
p_r_29037_kE13	p_r_29037_kE13	log10	-3	5	1.0	1			0
p_r_29037_kE12	p_r_29037_kE12	log10	-3	5	1.0	1			0
p_r_29037_kE11	p_r_29037_kE11	log10	-3	5	1.0	1			0
p_r_29037_kE10	p_r_29037_kE10	log10	-3	5	1.0	1			0
p_r_29037_kE17	p_r_29037_kE17	log10	-3	5	1.0	1			0
p_r_29037_kE16	p_r_29037_kE16	log10	-3	5	1.0	1			0
p_r_29037_kE15	p_r_29037_kE15	log10	-3	5	1.0	1			0
p_r_29037_kE14	p_r_29037_kE14	log10	-3	5	1.0	1			0
