observableId	simulationConditionId	observableParameters	time	measurement	noiseParameters	preequilibrationConditionId	observableTransformation
viability	TUMOR-SKBR3-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-SKBR3-cellline-01-01	inf	0.67	proliferation_sigma_all		
viability	TUMOR-SKBR3-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-SKBR3-cellline-01-01	inf	0.59	proliferation_sigma_all		
viability	TUMOR-SKBR3-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-SKBR3-cellline-01-01	inf	0.24	proliferation_sigma_all		
viability	TUMOR-SKLU1-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	1.13	proliferation_sigma_all		
viability	TUMOR-SKLU1-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	1.2329999999999999	proliferation_sigma_all		
viability	TUMOR-SKLU1-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	1.0793	proliferation_sigma_all		
viability	TUMOR-SKLU1-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.955	proliferation_sigma_all		
viability	TUMOR-SKLU1-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.71	proliferation_sigma_all		
viability	TUMOR-SKLU1-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.5	proliferation_sigma_all		
viability	TUMOR-SKLU1-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.59	proliferation_sigma_all		
viability	TUMOR-SKLU1-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-SKLU1-cellline-01-01	inf	0.37	proliferation_sigma_all		
viability	TUMOR-SKMEL24-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	1.0349	proliferation_sigma_all		
viability	TUMOR-SKMEL24-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	1.043	proliferation_sigma_all		
viability	TUMOR-SKMEL24-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.956	proliferation_sigma_all		
viability	TUMOR-SKMEL24-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.9490000000000001	proliferation_sigma_all		
viability	TUMOR-SKMEL24-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.79	proliferation_sigma_all		
viability	TUMOR-SKMEL24-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.64	proliferation_sigma_all		
viability	TUMOR-SKMEL24-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.53	proliferation_sigma_all		
viability	TUMOR-SKMEL24-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-SKMEL24-cellline-01-01	inf	0.5	proliferation_sigma_all		
viability	TUMOR-SNUC2A-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.83	proliferation_sigma_all		
viability	TUMOR-SNUC2A-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	1.122	proliferation_sigma_all		
viability	TUMOR-SNUC2A-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.953	proliferation_sigma_all		
viability	TUMOR-SNUC2A-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	1.2790000000000001	proliferation_sigma_all		
viability	TUMOR-SNUC2A-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.85	proliferation_sigma_all		
viability	TUMOR-SNUC2A-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	1.14	proliferation_sigma_all		
viability	TUMOR-SNUC2A-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.8	proliferation_sigma_all		
viability	TUMOR-SNUC2A-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-SNUC2A-cellline-01-01	inf	0.6	proliferation_sigma_all		
viability	TUMOR-SU8686-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	1.0315	proliferation_sigma_all		
viability	TUMOR-SU8686-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	0.972	proliferation_sigma_all		
viability	TUMOR-SU8686-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	1.0691	proliferation_sigma_all		
viability	TUMOR-SU8686-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	1.0248	proliferation_sigma_all		
viability	TUMOR-SU8686-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	0.92	proliferation_sigma_all		
viability	TUMOR-SU8686-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	0.81	proliferation_sigma_all		
viability	TUMOR-SU8686-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	0.56	proliferation_sigma_all		
viability	TUMOR-SU8686-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-SU8686-cellline-01-01	inf	0.42	proliferation_sigma_all		
viability	TUMOR-SW1417-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-SW1417-cellline-01-01	inf	0.966	proliferation_sigma_all		
viability	TUMOR-SW1417-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-SW1417-cellline-01-01	inf	0.89	proliferation_sigma_all		
viability	TUMOR-SW1417-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-SW1417-cellline-01-01	inf	1.173	proliferation_sigma_all		
viability	TUMOR-SW1417-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-SW1417-cellline-01-01	inf	1.219	proliferation_sigma_all		
viability	TUMOR-SW1417-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-SW1417-cellline-01-01	inf	1.173	proliferation_sigma_all		
viability	TUMOR-SW1417-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-SW1417-cellline-01-01	inf	0.83	proliferation_sigma_all		
viability	TUMOR-SW1417-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-SW1417-cellline-01-01	inf	0.23	proliferation_sigma_all		
viability	TUMOR-SW1417-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-SW1417-cellline-01-01	inf	0.12	proliferation_sigma_all		
viability	TUMOR-SW403-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-SW403-cellline-01-01	inf	0.9955	proliferation_sigma_all		
viability	TUMOR-SW403-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-SW403-cellline-01-01	inf	1.0081	proliferation_sigma_all		
viability	TUMOR-SW403-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-SW403-cellline-01-01	inf	1.0517	proliferation_sigma_all		
viability	TUMOR-SW403-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-SW403-cellline-01-01	inf	1.0926	proliferation_sigma_all		
viability	TUMOR-SW403-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-SW403-cellline-01-01	inf	1.0659999999999998	proliferation_sigma_all		
viability	TUMOR-SW403-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-SW403-cellline-01-01	inf	0.968	proliferation_sigma_all		
viability	TUMOR-SW403-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-SW403-cellline-01-01	inf	0.976	proliferation_sigma_all		
viability	TUMOR-SW403-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-SW403-cellline-01-01	inf	0.37	proliferation_sigma_all		
viability	TUMOR-SW480-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-SW480-cellline-01-01	inf	1.14	proliferation_sigma_all		
viability	TUMOR-SW480-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-SW480-cellline-01-01	inf	0.987	proliferation_sigma_all		
viability	TUMOR-SW480-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-SW480-cellline-01-01	inf	1.0317	proliferation_sigma_all		
viability	TUMOR-SW480-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-SW480-cellline-01-01	inf	0.965	proliferation_sigma_all		
viability	TUMOR-SW480-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-SW480-cellline-01-01	inf	0.78	proliferation_sigma_all		
viability	TUMOR-SW480-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-SW480-cellline-01-01	inf	0.7	proliferation_sigma_all		
viability	TUMOR-SW480-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-SW480-cellline-01-01	inf	0.55	proliferation_sigma_all		
viability	TUMOR-SW480-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-SW480-cellline-01-01	inf	0.32	proliferation_sigma_all		
viability	TUMOR-T3M10-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-T3M10-cellline-01-01	inf	0.951	proliferation_sigma_all		
viability	TUMOR-T3M10-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-T3M10-cellline-01-01	inf	0.79	proliferation_sigma_all		
viability	TUMOR-T3M10-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-T3M10-cellline-01-01	inf	1.101	proliferation_sigma_all		
viability	TUMOR-T3M10-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-T3M10-cellline-01-01	inf	0.88	proliferation_sigma_all		
viability	TUMOR-T3M10-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-T3M10-cellline-01-01	inf	1.1059999999999999	proliferation_sigma_all		
viability	TUMOR-T3M10-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-T3M10-cellline-01-01	inf	0.915	proliferation_sigma_all		
viability	TUMOR-T3M10-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-T3M10-cellline-01-01	inf	0.44	proliferation_sigma_all		
viability	TUMOR-T3M10-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-T3M10-cellline-01-01	inf	0.22	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	0.62	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	1.361	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	1.63	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	1.0094	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	0.96	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	1.369	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	0.963	proliferation_sigma_all		
viability	TUMOR-T84-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-T84-cellline-01-01	inf	0.57	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	1.0813	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	1.0828	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	1.0834	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	1.0632	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	1.0233	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	0.73	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	0.56	proliferation_sigma_all		
viability	TUMOR-UACC257-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-UACC257-cellline-01-01	inf	0.3	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	1.15	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	1.0721	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	1.127	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	0.972	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	0.83	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	0.6	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	0.28	proliferation_sigma_all		
viability	TUMOR-UACC62-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-UACC62-cellline-01-01	inf	0.14	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	0.9740000000000001	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	1.314	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	1.0796	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	1.128	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	1.285	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	1.0979999999999999	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	0.945	proliferation_sigma_all		
viability	TUMOR-UACC812-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-UACC812-cellline-01-01	inf	0.14	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	0.924	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	0.9954	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	0.9690000000000001	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	0.9279999999999999	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	0.68	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	0.52	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	0.32	proliferation_sigma_all		
viability	TUMOR-WM793-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-WM793-cellline-01-01	inf	0.3	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	1.0756	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	1.0419	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	1.109	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	0.922	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	0.52	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	0.29	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	0.16	proliferation_sigma_all		
viability	TUMOR-WM88-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-WM88-cellline-01-01	inf	0.07	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	1.155	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.976	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	1.071	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.86	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.64	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.34	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.16	proliferation_sigma_all		
viability	TUMOR-WM983B-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-WM983B-cellline-01-01	inf	0.1	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	1.194	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	0.9670000000000001	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	1.319	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	1.537	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	1.215	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	1.114	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	0.8	proliferation_sigma_all		
viability	TUMOR-ZR751-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-ZR751-cellline-01-01	inf	0.4	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_CHIR-265_Conc2.5nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.9933	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_CHIR-265_Conc8.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.85	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_CHIR-265_Conc25.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.89	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_CHIR-265_Conc80.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.84	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_CHIR-265_Conc250.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.76	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_CHIR-265_Conc800.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.85	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_CHIR-265_Conc2530.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.61	proliferation_sigma_all		
viability	TUMOR-ZR7530-cellline-01-01_CHIR-265_Conc8000.0nM	scaling_proliferation_reference_TUMOR-ZR7530-cellline-01-01	inf	0.08	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_Selumetinib_Conc2.5nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	0.9470000000000001	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_Selumetinib_Conc8.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	0.9972	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_Selumetinib_Conc25.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	1.109	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_Selumetinib_Conc80.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	1.0674	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_Selumetinib_Conc250.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	1.115	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_Selumetinib_Conc800.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	0.89	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_Selumetinib_Conc2530.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	0.987	proliferation_sigma_all		
viability	TUMOR-BT20-cellline-01-01_Selumetinib_Conc8000.0nM	scaling_proliferation_reference_TUMOR-BT20-cellline-01-01	inf	0.958	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_Selumetinib_Conc2.5nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	0.943	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_Selumetinib_Conc8.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	0.81	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_Selumetinib_Conc25.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	0.89	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_Selumetinib_Conc80.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	0.924	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_Selumetinib_Conc250.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	1.0235	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_Selumetinib_Conc800.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	1.0261	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_Selumetinib_Conc2530.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	0.9540000000000001	proliferation_sigma_all		
viability	TUMOR-BT474-cellline-01-01_Selumetinib_Conc8000.0nM	scaling_proliferation_reference_TUMOR-BT474-cellline-01-01	inf	1.0074	proliferation_sigma_all		
viability	TUMOR-BT549-cellline-01-01_Selumetinib_Conc2.5nM	scaling_proliferation_reference_TUMOR-BT549-cellline-01-01	inf	0.99911	proliferation_sigma_all		
viability	TUMOR-BT549-cellline-01-01_Selumetinib_Conc8.0nM	scaling_proliferation_reference_TUMOR-BT549-cellline-01-01	inf	0.82	proliferation_sigma_all		
